Motors scraped off: http://www.motocalc.com/data/motor.html,,,
Motors scraped off: http://www.motocalc.com/data/show.cgi?table=1,,,
This compilation of data is protected by copyright law. It may be freely used for personal, non-commercial purposes only. Use of this compilation for any other purpose is expressly forbidden.,,,
,,,
Name,kV(kV),No_Load_Current(A),Resistance(Ohm),Weight(g)
Sunnysky X2204-1800KV,1800.0,0.2,0.156,20
Sunnysky X2206-1500KV,1500.0,0.3,0.147,26
Sunnysky X2206-1900KV,1900.0,0.6,0.112,26
Sunnysky X2814-1000KV,1000.0,1.0,0.038,108
Sunnysky X2814-1100KV,1100.0,1.5,0.032,108
Sunnysky X2814-1250KV,1250.0,2.1,0.025,108
Sunnysky X2814-900KV,900.0,0.7,0.052,108
Sunnysky X2820-1100KV,1100.0,1.5,0.023,145
Sunnysky X2820-800KV,800.0,0.9,0.041,139
Sunnysky X2820-920KV,920.0,1.1,0.028,145
Sunnysky X3114-1000KV,1000.0,1.5,0.029,114
Sunnysky X3114-1100KV,1100.0,1.7,0.023,114
Sunnysky X3114-900KV,900.0,1.3,0.04,114
Sunnysky X3120-1100KV,1100.0,2.8,0.017,151
Sunnysky X3120-800KV,800.0,1.3,0.029,151
Sunnysky X3120-950KV,950.0,1.5,0.023,151
Sunnysky X3520-520KV,520.0,1.0,0.036,210
Sunnysky X3520-720KV,720.0,1.3,0.023,207
Sunnysky X3525-520KV,520.0,1.1,0.022,253
Sunnysky X3525-720KV,720.0,1.7,0.017,250
Sunnysky X3525-880KV,880.0,2.3,0.031,250
Suppo A2204-14,1400.0,0.3,0.55,19
Suppo A2208-12,1800.0,0.8,0.09,37
Suppo A2208-14,1450.0,0.6,0.14,37
Suppo A2208-17,1100.0,0.4,0.225,37
Suppo A2208-8,2600.0,1.3,0.062,37
Suppo A2212-10,1400.0,0.7,0.065,48
Suppo A2212-13,1000.0,0.5,0.09,48
Suppo A2212-15,930.0,0.4,0.105,48
Suppo A2212-6,2200.0,1.4,0.045,48
Suppo A2217K-6,1500.0,1.6,0.1,71
Suppo A2217K-7,1250.0,1.3,0.15,71
Suppo A2217K-8,1100.0,1.0,0.125,71
Suppo A2217K-9,950.0,0.9,0.095,71
Suppo A2814-6,1410.0,2.1,0.05,101
Suppo A2814-8,1000.0,1.8,0.072,101
Suppo A2820-6,1000.0,2.0,0.059,145
Suppo A2826-4,1000.0,2.9,0.028,175
Suppo A2826-5,840.0,2.1,0.04,175
Suppo A2826-6,730.0,1.5,0.059,175
Suppo A3520-6,800.0,2.1,0.05,200
Suppo A4120-6,620.0,2.6,0.033,310
Suppo A4120-7,530.0,2.0,0.041,310
Suppo A4130-6,430.0,2.4,0.051,401
Suppo A4130-7,380.0,1.5,0.063,401
Suppo A5330-10,230.0,1.2,0.066,596
Suppo A5330-9,260.0,1.2,0.052,596
Suppo A5345-7,200.0,1.2,0.044,727
Suppo A7035-8,190.0,2.2,0.013,1225
Suppo A7035-9,176.0,2.0,0.016,1225
Suppo A7050,176.0,2.8,0.015,1680
T-Motor Antigravity 4004 KV300 (est),300.0,0.15,0.452,52
T-Motor Antigravity 4004 KV400,400.0,0.2,0.359,52
T-Motor Antigravity 4006 KV380,380.0,0.3,0.194,66
T-Motor Antigravity MN4014 KV330,330.0,1.1,0.085,151
T-Motor Antigravity MT2814 KV710,710.0,0.4,0.125,120
T-Motor Antigravity MT2814 KV770,770.0,0.5,0.1,120
T-Motor F40 KV2300,2300.0,0.7,0.105,32
T-Motor F60 KV1900,1900.0,0.7,0.075,37
T-Motor F80 KV2100,2100.0,0.8,0.047,46
T-Motor MN1804 KV2400,2400.0,0.7,0.23,18
T-Motor MN1806 KV1400,1400.0,0.2,0.325,18
T-Motor MN1806 KV2300,2300.0,0.6,0.117,18
T-Motor MN2204 KV1400,1400.0,0.3,0.29,23
T-Motor MN2212 V2.0 KV780,780.0,0.5,0.173,54
T-Motor MN2212 V2.0 KV920,920.0,0.4,0.142,54
T-Motor MN3110 KV470,470.0,0.3,0.135,80
T-Motor MN3110 KV700,700.0,0.3,0.092,80
T-Motor MN3110 KV780,780.0,0.4,0.071,80
T-Motor MN3508 KV380,380.0,0.4,0.205,83
T-Motor MN3508 KV580,580.0,0.4,0.11,83
T-Motor MN3508 KV700,700.0,0.5,0.072,83
T-Motor MN3510 KV360,360.0,0.4,0.188,97
T-Motor MN3510 KV630,630.0,0.5,0.065,97
T-Motor MN3510 KV700,700.0,0.5,0.05,97
T-Motor MN3515 KV400,400.0,0.3,0.116,185
T-Motor MN3520 KV400,400.0,1.2,0.082,185
T-Motor MN4010 KV370,370.0,0.8,0.098,114
T-Motor MN4010 KV475 (est),475.0,1.0,0.064,111
T-Motor MN4010 KV580,580.0,1.3,0.042,114
T-Motor MN4012 KV340,340.0,0.9,0.133,131
T-Motor MN4012 KV400,400.0,1.0,0.075,128
T-Motor MN4012 KV480,480.0,1.3,0.057,134
T-Motor MN4014 KV330,330.0,1.1,0.085,151
T-Motor MN4014 KV400,400.0,1.3,0.067,151
T-Motor MN4120 KV400,400.0,1.2,0.03,253
T-Motor MN4120 KV465,465.0,1.4,0.024,253
T-Motor MN5208 KV340,340.0,0.9,0.093,145
T-Motor MN5212 KV340,340.0,1.1,0.069,205
T-Motor MT1306 KV3100,3100.0,0.2,0.062,12
T-Motor MT2206 KV1200,1200.0,0.2,0.258,32
T-Motor MT2208 KV1100,1100.0,0.1,0.165,46
T-Motor MT2212 KV1100,1100.0,0.6,0.098,54
T-Motor MT2212 KV750,750.0,0.2,0.232,54
T-Motor MT2212 KV980,980.0,0.5,0.126,54
T-Motor MT2214 KV400,400.0,0.5,0.24,122
T-Motor MT2214 KV710,710.0,0.4,0.125,120
T-Motor MT2214 KV770,770.0,0.5,0.1,120
T-Motor MT2216 V2.0 KV1100,1100.0,0.7,0.093,77
T-Motor MT2216 V2.0 KV800,800.0,0.3,0.175,77
T-Motor MT2216 V2.0 KV900,900.0,0.4,0.135,77
T-Motor MT2820 KV830,830.0,1.2,0.058,134
T-Motor MT2826 KV380,380.0,0.7,0.059,188
T-Motor MT2826 KV550,550.0,0.9,0.042,188
T-Motor MT2826 KV760,760.0,1.0,0.03,188
T-Motor MT3506 KV650,650.0,0.2,0.155,71
T-Motor MT3515 KV400,400.0,0.3,0.116,188
T-Motor MT3515 KV650,650.0,1.2,0.049,188
T-Motor MT3520 KV300,300.0,1.0,0.107,205
T-Motor MT3520 KV400,400.0,1.2,0.032,205
T-Motor MT4006 KV740,740.0,0.5,0.136,94
T-Motor MT4008 KV380,380.0,0.4,0.154,108
T-Motor MT4008 KV600,600.0,0.5,0.132,108
T-Motor U10 KV100,100.0,1.4,0.112,400
T-Motor U10 Plus KV100,100.0,1.0,0.06,502
T-Motor U10 Plus KV170,170.0,1.9,0.021,502
T-Motor U10 Plus KV80,80.0,0.8,0.095,502
T-Motor U11 KV120,120.0,0.7,0.057,732
T-Motor U11 KV90,90.0,0.7,0.099,732
T-Motor U3 KV700,700.0,0.5,0.05,97
T-Motor U5 KV400,400.0,0.3,0.116,156
T-Motor U7 V2.0 KV420,420.0,0.9,0.033,256
T-Motor U7 V2.0 KV490,490.0,1.1,0.021,258
Toshiba (rewound) 24T#24 (est),4000.0,1.4,0.1,74
Tower Speed Secret 14T,4520.0,2.8,0.064,156
TowerPro 2410-8T-4Y,947.0,0.7,0.379,65
TowerPro 3520-6T-10,747.0,4.63,0.05,262
TowerPro 3520-7T-8,630.0,1.88,0.077,262
Trinity Diamond 12T,5150.0,2.8,0.027,171
Trinity Jade 15T,4006.0,2.06,0.042,171
Trinity Onyx 14T,4329.0,2.26,0.037,171
Trinity Opal 10T,6324.0,3.6,0.019,171
Trinity Platinum 13T,4706.0,2.51,0.032,171
Trinity Procar 21T,2858.0,1.59,0.0573,0
Trinity Quartz 19T,3175.0,1.73,0.035,171
Trinity Ruby 16T,3725.0,1.88,0.048,171
Trinity Sapphire 17T,3599.0,2.02,0.028,171
Trinity Slot Machine ROAR'91 Stock,3530.0,3.47,0.132,0
Trinity Topaz 11T,5680.0,3.16,0.023,171
Turnigy 1015-11500,11500.0,0.4,0.51,6
Turnigy 1220-10300,10300.0,0.4,0.342,9
Turnigy 1230-4500,4500.0,0.4,0.473,15
Turnigy 1400-2000,2000.0,0.2,1.46,7
Turnigy 1400-3000,3000.0,0.2,0.585,7
Turnigy 1400-4500,4500.0,0.4,0.382,7
Turnigy 1811-1500,1500.0,0.1,1.1,12
Turnigy 1811-2000,2000.0,0.2,0.59,12
Turnigy 1811-3800,3800.0,0.5,0.205,12
Turnigy 2204-14T,1450.0,0.3,0.55,19
Turnigy 2211-1700,1700.0,0.4,0.39,20
Turnigy 2211-2300,2300.0,0.5,0.195,20
Turnigy 2213-20T,1050.0,0.75,0.294,57
Turnigy 2217-20T,860.0,0.58,0.162,73
Turnigy 250-3600 Heli,3600.0,1.5,0.081,38
Turnigy 2610-4000 EDF (est),4000.0,1.4,0.115,54
Turnigy 2615-3000 EDF (est),3000.0,1.2,0.132,67
Turnigy 2615-3400 EDF (est),3400.0,1.6,0.097,67
Turnigy 2623-3000,3000.0,0.8,0.092,35
Turnigy 2623-4500,4500.0,0.8,0.095,29
Turnigy 2627-1200,1200.0,0.4,0.235,40
Turnigy 2627-4200,4200.0,1.8,0.046,37
Turnigy 2632-1000,1000.0,0.4,0.262,61
Turnigy 2632-1500 (est),1500.0,0.65,0.108,61
Turnigy 2730-1300,1300.0,0.5,0.295,31
Turnigy 2730-1700,1700.0,0.6,0.181,31
Turnigy 2815-4800 EDF (est),4800.0,3.2,0.07,73
Turnigy 2830-1000,1000.0,0.4,0.121,54
Turnigy 2830-3500,3500.0,3.0,0.036,52
Turnigy 2830-800,800.0,0.4,0.19,54
Turnigy 2836-1000,1000.0,1.2,0.059,84
Turnigy 2836-1200,1200.0,1.4,0.05,84
Turnigy 2836-3200,3200.0,3.0,0.018,78
Turnigy 3020-1200,1200.0,0.3,0.31,25
Turnigy 3020-1800,1800.0,0.6,0.145,25
Turnigy 3553-1800 EDF,1800.0,4.3,0.4,141
Turnigy 3560-1650 EDF,1650.0,4.6,0.4,169
Turnigy 3580-700,700.0,0.5,0.083,103
Turnigy 3632-1200,1200.0,1.7,0.032,97
Turnigy 3632-1500,1500.0,2.2,0.0283,97
Turnigy 3639-1100,1100.0,2.2,0.0278,137
Turnigy 3639-750,750.0,1.5,0.0456,137
Turnigy 3648-1450,1450.0,4.6,0.01,181
Turnigy 3648-600,600.0,1.8,0.0197,181
Turnigy 3648-850,850.0,2.8,0.0185,181
Turnigy 380L V-Spec 2600,2600.0,1.8,0.0207,131
Turnigy 4240-1300,1300.0,3.0,0.0192,131
Turnigy 4240-800,800.0,1.4,0.0465,131
Turnigy 4250-1000,1000.0,4.0,0.0147,200
Turnigy 4250-580,580.0,1.7,0.0438,196
Turnigy 4258-400,400.0,1.3,0.0448,262
Turnigy 4258-800,800.0,4.0,0.0138,266
Turnigy 450-1700 Heli,1700.0,0.9,0.082,78
Turnigy 450-3800 Heli,3800.0,3.5,0.018,80
Turnigy 480L V-Spec 1370,1370.0,1.0,0.0571,143
Turnigy 480L V-Spec 2150,2150.0,2.0,0.0256,143
Turnigy 480S BL 1500,1500.0,0.9,0.0493,109
Turnigy 480S BL 3200,3200.0,2.8,0.0223,109
Turnigy 500-1600 Heli,1600.0,3.5,0.0183,205
Turnigy 540L V-Spec 1025,1025.0,2.4,0.0583,173
Turnigy 540L V-Spec 810,810.0,2.1,0.078,109
Turnigy 540S V-Spec 1100,1100.0,2.1,0.0752,141
Turnigy 540S V-Spec 1350,1350.0,2.1,0.0752,141
Turnigy 600-510 Heli,510.0,1.9,0.024,363
Turnigy 700-530 Heli,530.0,4.0,0.02,509
Turnigy Aerodrive SK3 2118-3100,3100.0,0.6,0.18,18
Turnigy Aerodrive SK3 2122-2100,2100.0,0.7,0.12,25
Turnigy Aerodrive SK3 2822-1090,1090.0,0.69,0.235,31
Turnigy Aerodrive SK3 2822-1275,1275.0,0.55,0.185,31
Turnigy Aerodrive SK3 2826-1130,1130.0,0.65,0.12,44
Turnigy Aerodrive SK3 2830-1020,1020.0,0.92,0.11,59
Turnigy Aerodrive SK3 2830-1130,1130.0,1.0,0.095,59
Turnigy Aerodrive SK3 3530-1340,1340.0,1.35,0.052,76
Turnigy Aerostar 4340-500,500.0,1.5,0.016,220
Turnigy Aerostar 4340-720,720.0,2.3,0.0055,220
Turnigy CA120-70-150,150.0,13.0,0.004,2731
Turnigy CA80-80-160,160.0,6.0,0.011,1546
Turnigy D2826/6 2200,2200.0,0.8,0.16,50
Turnigy D2836/11 750,750.0,0.8,0.16,71
Turnigy D2836/8 1100,1100.0,1.0,0.107,71
Turnigy D2836/9 950,950.0,1.0,0.07,71
Turnigy D3530/14 1100,1100.0,1.6,0.077,73
Turnigy D3536/5 1450,1450.0,3.5,0.023,103
Turnigy D3536/6 1250,1250.0,3.0,0.034,103
Turnigy D3536/8 1000,1000.0,1.7,0.052,103
Turnigy D3536/9 910,910.0,1.5,0.063,103
Turnigy D3542/4 1450,1450.0,4.0,0.019,131
Turnigy D3542/5 1250,1250.0,3.0,0.021,131
Turnigy D3542/6 1000,1000.0,2.4,0.031,131
Turnigy D3548/4 1100,1100.0,3.1,0.023,160
Turnigy D3548/6 790,790.0,1.8,0.04,160
Turnigy G10-1100,1100.0,2.1,0.04,150
Turnigy G10-1200,1200.0,2.2,0.02,141
Turnigy G10-810,810.0,1.2,0.035,141
Turnigy G110-210,210.0,1.1,0.04,475
Turnigy G110-295,295.0,1.2,0.03,486
Turnigy G15-710,710.0,1.5,0.034,171
Turnigy G15-810,810.0,1.5,0.03,152
Turnigy G15-950,950.0,2.0,0.03,152
Turnigy G160-245,245.0,1.45,0.03,649
Turnigy G160-290,290.0,1.0,0.022,632
Turnigy G25-610,610.0,1.3,0.05,190
Turnigy G25-710,710.0,1.6,0.045,186
Turnigy G25-870,870.0,2.4,0.03,194
Turnigy G32-530,530.0,1.1,0.039,230
Turnigy G32-600,600.0,1.3,0.036,203
Turnigy G32-770,770.0,2.4,0.02,213
Turnigy G46-420,420.0,1.5,0.032,300
Turnigy G46-550,550.0,1.9,0.021,304
Turnigy G46-670,670.0,3.9,0.04,304
Turnigy G60-300,300.0,1.2,0.04,361
Turnigy G60-400,400.0,2.7,0.06,359
Turnigy G60-500,500.0,1.9,0.017,361
Turnigy L5055A-400,400.0,1.4,0.3,294
Turnigy L5055B-600,600.0,2.6,0.22,296
Turnigy L5055C-700,700.0,3.0,0.18,296
Turnigy Multistar 3508-380,380.0,0.3,0.215,103
Turnigy Multistar 3508-580,580.0,0.4,0.106,103
Turnigy Multistar 3525-650,650.0,0.5,0.178,59
Turnigy Multistar 3525-850,850.0,0.6,0.101,59
Turnigy Multistar 4010-375,375.0,0.6,0.134,128
Turnigy Multistar 4010-485,485.0,0.8,0.085,128
Turnigy Multistar 4010-580,580.0,1.1,0.062,128
Turnigy Multistar 4014-320,320.0,0.7,0.102,164
Turnigy Multistar 4014-400,400.0,0.9,0.075,164
Turnigy Multistar 4108-380,380.0,0.5,0.225,112
Turnigy Multistar 4108-480,480.0,0.6,0.0128,112
Turnigy Multistar 4108-600,600.0,0.9,0.098,112
Turnigy Multistar 4112-320,320.0,0.5,0.172,148
Turnigy Multistar 4112-400,400.0,0.8,0.12,148
Turnigy Multistar 4112-485,485.0,1.1,0.09,148
Turnigy Multistar 4114-320,320.0,0.9,0.126,149
Turnigy Multistar 4220-650,650.0,0.7,0.12,65
Turnigy Multistar 4220-880,880.0,0.8,0.066,65
Turnigy Multistar 4225-390,390.0,0.2,0.24,86
Turnigy Multistar 4225-610,610.0,0.3,0.091,86
Turnigy Multistar 4230-400,400.0,0.6,0.079,139
Turnigy Multistar 4230-630,630.0,0.8,0.029,139
Turnigy Multistar 4822-490,490.0,0.45,0.104,99
Turnigy Multistar 4822-570,570.0,0.65,0.092,99
Turnigy Multistar 4822-690,690.0,0.85,0.052,95
Turnigy Multistar 4830-420,420.0,1.1,0.08,154
Turnigy Multistar 4830-480,480.0,1.2,0.062,154
Turnigy Multistar 5008-340,320.0,0.7,0.13,164
Turnigy Multistar 5130-350,350.0,0.5,0.099,152
Turnigy Multistar 5130-570,570.0,0.8,0.032,152
Turnigy Multistar 6135-330,330.0,1.0,0.052,230
Turnigy Park250 1680,1680.0,0.2,0.32,16
Turnigy Park250 2050,2050.0,0.2,0.23,16
Turnigy Park250 2200,2200.0,0.45,0.25,14
Turnigy Park300 1080,1080.0,0.2,0.4,25
Turnigy Park300 1380,1380.0,0.4,0.33,25
Turnigy Park300 1600,1600.0,0.5,0.18,25
Turnigy Park450 1050,1050.0,0.9,0.09,67
Turnigy Park450 1200,1200.0,1.1,0.06,67
Turnigy Park450 890,890.0,0.7,0.2,67
Turnigy Park480 1320,1320.0,0.9,0.04,80
Turnigy Park480 850,850.0,0.9,0.09,80
Turnigy RotoMax 1.20 280,280.0,1.55,0.027,622
Turnigy RotoMax 1.40 228,228.0,1.25,0.029,715
Turnigy RotoMax 1.60 231,231.0,1.47,0.028,850
Turnigy RotoMax 100cc 167,167.0,4.5,0.021,2075
Turnigy RotoMax 150cc 150,150.0,5.2,0.011,2530
Turnigy RotoMax 50cc 172,172.0,1.65,0.021,1081
Turnigy RotoMax 80cc 195,195.0,4.8,0.013,1916
Turnigy Shaft-Free 3528-450,450.0,3.5,0.03,638
Turnigy Typhoon 1070 Heli,1070.0,1.1,0.0215,285
Turnigy Typhoon 1300 Heli,1300.0,1.3,0.0122,285
Turnigy Typhoon 650 Heli,650.0,0.6,0.0585,285
Turnigy Typhoon 710 Heli,710.0,0.7,0.0455,285
Turnigy Typhoon 800 Heli,800.0,0.8,0.0375,285
Turnigy Typhoon 910 Heli,910.0,0.9,0.0295,285
Turnigy XK3674-B-2200,2200.0,3.0,0.0107,291
Turnigy XK4074-B-1400,1400.0,4.2,0.0147,385
Uberall Nippy Black 0508/73,730.0,0.4,0.322,37
Uberall Nippy Black 0808/98,980.0,0.7,0.181,40
Uberall Nippy Black 1208/180,1810.0,1.0,0.175,60
Uberall Nippy Black 1608/160,1620.0,1.1,0.062,91
Uberall Nippy Black 1812/100,1020.0,1.5,0.064,63
VL Products HY50D,5420.0,0.395,1.04,19
Velkom 2014/27,3785.0,4.51,0.093,83
Velkom 2020/20,3715.0,4.43,0.056,97
Velkom 2020/24,3100.0,4.64,0.077,97
Velkom 2020/27,2800.0,4.32,0.099,97
Velkom 2028/20,2371.0,2.82,0.062,122
Velkom 2028/24,2014.0,2.78,0.078,122
Velkom 2028/27,1650.0,4.09,0.157,122
Velkom 24/10,2500.0,2.98,0.101,244
Velkom 24/12,2100.0,2.12,0.128,244
Velkom 24/16,1550.0,1.72,0.213,244
Velkom 24/16 K,2900.0,2.73,0.142,168
Velkom 2828/3,1700.0,14.3,0.063,298
Velkom 2828/4,1340.0,12.78,0.08,298
Velkom 3328/4,1300.0,11.31,0.069,369
Velkom 3328/6,900.0,8.53,0.144,369
WES Micro 3-0.15,9697.0,0.1,7.31,3
WES Micro 4.5-0.4,4082.0,0.05,7.44,6
WES Micro 4.5-0.6,5858.0,0.065,3.84,6
WES Micro DC 1.3-0.04,10700.0,0.04,6.2,2
WES Micro DC 5-2.4,4200.0,0.035,2.5,11
WES Micro DC 6-8.5,4264.0,0.09,1.041,0
Wattage Super Cobalt 400,2520.0,3.0,0.1,97
Waypoint W-E2205-32,1970.0,0.67,0.143,29
Waypoint W-E2205-36,1770.0,0.64,0.195,29
Waypoint W-E2208-30,1300.0,0.49,0.178,37
Waypoint W-E2208-34,1120.0,0.4,0.253,37
Waypoint W-E2212-22,1072.0,0.5,0.136,50
Waypoint W-E2212-26,972.0,0.43,0.207,50
Waypoint W-E2215-18,1039.0,0.69,0.111,59
Waypoint W-E2215-22,914.0,0.55,0.163,59
Welgard C1823-20,2100.0,0.2,0.043,16
Welgard C1827-31,1800.0,0.2,0.056,20
Welgard C2024-25,1600.0,0.2,0.047,20
Welgard C3548-05,939.0,1.6,0.042,159
Welgard C5055-06,628.0,3.9,0.0185,301
Welgard C5055-08,480.0,2.7,0.029,307
Welgard C6362-10,286.0,1.9,0.036,636
"R" Plettenberg Orbit 20-16,700.0,2.2,0.03,213
2408-12,1611.0,1.9,0.036,1787
2908-10,1003.0,1.4,0.018,2977
370,3.0,10.0,0.667,74
5RLC GS B20-40-05,4800.0,0.6,0.065,60
5RLC GS B20-40-07,3800.0,0.6,0.065,60
A-L A 4423,3800.0,1.8,0.06,108
A20-20L,1022.0,2.0,0.178,57
A20-22L,924.0,1.6,0.218,57
A20-26M,1130.0,1.6,0.234,42
A20-30M,980.0,1.2,0.248,42
A20-34S,1500.0,1.8,0.294,29
A40 14L V2 14 Pole,355.0,1.1,0.032,272
ACW DIY-VL 17T 2w 0.35,1237.0,0.46,0.15,40
AEO-RC MF1904-2400,2540.0,0.65,0.458,18
AEO-RC MF2204-2000,1985.0,0.65,0.246,22
AEO-RC MF2405-1400,1490.0,0.7,0.247,27
Aeolian 3542 KV1250,1250.0,0.6,0.03,137
Aeolian 4260 KV500,500.0,2.5,0.017,312
Aeolian C3542KV1000,1000.0,1.8,0.053,202
Aero-nuts 3530-500-10D,650.0,3.21,0.029,275
Aerodrive SK3 - 2830-1130kv,1130.0,0.92,0.095,57
Air Power 300XT/750,1050.0,0.4,0.3,32
Airwave F3545 KV1750,1750.0,2.0,0.02,210
Align RCM-400S (2800KV),2865.0,2.0,0.072,58
Align RCM-400S (2800KV),2865.0,2.0,0.072,57
Align RCM-BL430L,3550.0,3.0,0.03,58
Alpha 450 Outrunner,890.0,0.7,0.2,71
Angel MultiCopter A2212 1400 Brushless,2343.0,0.84,0.073,83
anto,1000.0,0.2,0.5,52
AON T1215-4100,4100.0,0.2,0.73,18
AON T2415-4900,4900.0,1.2,0.0423,66
AON T2815-3000,3000.0,1.2,0.0825,99
Apache 20L-22T,980.0,0.7,0.13,57
Apache 20S-34T,1520.0,0.4,0.19,29
Apache APL20-18T,1200.0,0.7,0.13,54
Apache APM20-22T,1400.0,0.6,0.14,40
Apache S30 30T,1070.0,0.9,0.067,57
ARC 20-27-80,4500.0,0.57,0.1,29
ARC 20-34-110,3100.0,0.46,0.12,39
ARC 20-34-130,4600.0,0.87,0.05,39
ARC 28-37-2,3700.0,1.35,0.057,83
ARC 28-37-2.5,2900.0,1.2,0.09,81
ARC 28-37-3,2750.0,1.0,0.1,77
ARC 28-37-4,1890.0,0.6,0.158,80
ARC 28-47-1,4250.0,2.8,0.009,114
ARC 28-47-1.5,2920.0,1.7,0.045,115
ARC 28-47-2,2300.0,1.15,0.072,115
ARC 28-47-3,1460.0,0.6,0.11,118
Astro 40 5T (840M),1090.0,0.9,0.068,253
Astro Brushless 010 Fan 8T#23 #801FM,4150.0,0.5,0.1,32
Astro Brushless 010 Mighty Micro 10T #24,3570.0,0.4,0.15,32
Astro Brushless 010 Mighty Micro 8 Turn,4150.0,0.5,0.1,32
Astro Brushless 020  "Voyager" 3T#18,4460.0,1.1,0.029,78
Astro Brushless 020  Corona 4T#19,3300.0,1.0,0.045,78
Astro Brushless 020 4T#19,3300.0,1.0,0.045,66
Astro Brushless 020 5T#20,2567.0,1.0,0.075,35
Astro Brushless 05 3T#18 #806G,2666.0,1.0,0.04,71
Astro Brushless 050 2T#18 (Racing),4000.0,1.0,0.021,64
Astro Brushless 050 3T#18 (Ducted fan),3600.0,1.0,0.025,114
Astro Brushless 050 3T#18 (Geared),2666.0,1.0,0.04,114
Astro Brushless 19 4T #819GM,2719.0,1.4,0.025,165
Astro Brushless 19 5T #819GM,2450.0,1.4,0.025,165
Astro Cobalt 035 15T#23 Texaco,1264.0,1.0,0.193,128
Astro Cobalt 035 15T#23 Texaco,1264.0,1.0,0.193,128
Astro Cobalt 035 7T#20 #603,2765.0,2.5,0.04,171
Astro Cobalt 05 7T#20 #605,2125.0,2.5,0.045,213
Astro Cobalt 05 7T#20 #605,2125.0,2.5,0.045,213
Astro Cobalt 05 7T#20 #605,2125.0,2.5,0.045,213
Astro Cobalt 05 7T#20 #605,1800.0,2.5,0.045,213
Astro Cobalt 05 7T#20 #605,2125.0,2.5,0.045,213
Astro Cobalt 05 7T#20 #605,2125.0,2.5,0.045,213
Astro Cobalt 05 7T#20 #605,2125.0,2.5,0.045,213
Astro Cobalt 05 7T#20 #605,2125.0,2.5,0.045,213
Astro Cobalt 05 7T#20 #605,2125.0,2.5,0.045,213
Astro Cobalt 05 7T#20 #605,2125.0,2.5,0.045,213
Astro Cobalt 05 7T#20 #605,2125.0,2.5,0.045,213
Astro Cobalt 05 7T#20 #605,2125.0,2.5,0.045,213
Astro Cobalt 05 7T#20 #605,2125.0,2.5,0.045,213
Astro Cobalt 05 7T#20 #605,2125.0,2.5,0.045,213
Astro Cobalt 05 7T#20 #605,2125.0,2.5,0.045,213
Astro Cobalt 05 7T#20 #605,2125.0,2.5,0.045,213
Astro Cobalt 05 7T#20 #605,2125.0,2.5,0.045,213
Astro Cobalt 15 10T#21 #615,1488.0,2.0,0.069,227
Astro Cobalt 40 FAI 6T#19 #641G,946.0,3.33,0.076,327
Atlas AM 2312/09,960.0,0.9,0.23,60
Atlas AM 2909/20,1200.0,1.65,0.115,98
Aveox 1010/2Y,2568.0,1.67,0.024,131
Aveox F10LMR Light (w/o gearbox),3848.0,4.5,0.008,224
Aveox F10LMR Light (w/o gearbox),3848.0,4.5,0.008,224
Axi 2203/40,2000.0,0.5,0.245,18
AXI 2212/20,1190.0,0.7,0.135,57
AXI 2212/26,840.0,0.45,0.21,57
AXI 2212/26,840.0,0.45,0.21,57
AXI 2212/34,740.0,0.4,0.345,57
Axi 2217-16,1050.0,1.4,0.12,70
AXI 2217/20,840.0,0.55,0.185,71
AXI 2217/9D,1880.0,0.4,0.039,71
AXI 2808/20,1490.0,1.3,0.103,77
AXI 2808/24,1190.0,1.0,0.115,77
AXI 2814/16,1035.0,1.0,0.085,105
Axi 2820-10,1100.0,2.8,0.042,165
AXI 2826/10,870.0,1.78,0.042,179
AXI 2826/10,870.0,1.78,0.042,179
AXI 2826/10,920.0,1.7,0.042,222
Axi 2826/10 Gold,920.0,1.7,0.042,181
AXI 2826/12,760.0,1.3,0.062,181
Axi 4120/14,660.0,2.0,0.041,321
AXI 4130/20 GOLD LINE,305.0,1.2,0.099,412
AXI 5320/28 GOLD LINE,249.0,1.4,0.057,497
Axi Brushless Out-Runner 2203/52 Gold Se,1525.0,0.4,0.39,19
Axi Brushless Out-Runner 2204/54 Gold Se,1400.0,0.35,0.32,26
Axi Brushless Out-Runner 2208/20 Gold Se,1490.0,1.0,0.105,77
Axi Brushless Out-Runner 2208/20 Silver,1490.0,1.0,0.105,77
Axi Brushless Out-Runner 2208/26 Gold Se,1420.0,0.6,0.155,46
Axi Brushless Out-Runner 2208/26 Silver,1330.0,0.7,0.17,46
Axi Brushless Out-Runner 2208/34 Gold Se,1100.0,0.35,0.26,46
Axi Brushless Out-Runner 2212/20 Gold Se,1150.0,0.7,0.135,57
Axi Brushless Out-Runner 2212/20 Silver,1150.0,0.7,0.135,57
Axi Brushless Out-Runner 2212/26 Gold Se,920.0,0.45,0.21,57
Axi Brushless Out-Runner 2212/34 Gold Se,710.0,0.4,0.345,57
Axi Brushless Out-Runner 2217/09 Gold,1880.0,0.4,0.039,70
Axi Brushless Out-Runner 2217/12 Gold,1380.0,0.4,0.061,70
Axi Brushless Out-Runner 2217/16 Gold,1050.0,0.4,0.12,70
Axi Brushless Out-Runner 2217/20 Gold,840.0,0.4,0.185,70
Axi Brushless Out-Runner 2217/20 Gold,841.0,1.1,0.185,69
Axi Brushless Out-Runner 2808/20 Gold Se,1490.0,1.3,0.105,77
